500 20153.092511 19881.9644434 794.00960807 169.917528466 20000.0 20000.0 0.251327412287
1000 20140.0041712 19936.0735482 1174.37174024 171.969494697 20000.0 20000.0 0.376991118431
1500 21514.0701037 11262.0030524 1527.88893134 177.998509079 19700.0 500.0 12.4407069082
2000 9672.23918522 9453.66871348 2155.58825258 177.909392587 9300.0 9300.0 0.753982236862
2500 20279.5572883 20085.5823621 2643.90327342 175.688977427 20000.0 20000.0 0.879645943005
3000 20347.1264598 20160.7766767 3134.80997209 168.152512141 20000.0 20000.0 1.00530964915
3500 18578.3653881 18374.7105595 3643.26600442 177.997214467 18100.0 18100.0 1.25663706144
4000 20534.9041209 20338.5345471 4136.80268705 172.087956358 20000.0 20000.0 1.38230076758
4500 19441.7392758 19224.5976862 4642.85300547 177.96739512 18800.0 18700.0 1.63362817987
5000 20768.8153367 20563.7524712 5137.75943174 172.454731322 20000.0 20000.0 1.75929188601
5500 20908.056629 20691.9776531 5642.60736408 177.157449281 20000.0 20000.0 2.0106192983
6000 21047.830175 20834.4226592 6138.24658942 170.706762023 20000.0 20000.0 2.13628300444
6500 21208.5728418 20985.0527514 6642.19312514 173.722282775 20000.0 20000.0 2.38761041673
7000 21379.5976143 21146.6242826 7145.50720585 175.703572839 20000.0 20000.0 2.63893782902
7500 21551.8238945 21320.5758321 7641.80050209 169.347566821 20000.0 20000.0 2.76460153516
8000 21743.156453 21502.8748753 8144.64934037 170.354914907 20000.0 20000.0 3.01592894745
8500 21944.1494446 21695.2273743 8647.11573549 170.708070537 20000.0 20000.0 3.26725635973
9000 22154.5726123 21897.3378148 9149.26562642 170.510856477 20000.0 20000.0 3.51858377202
9500 22374.1839424 22108.9162585 9651.15073275 169.848780505 20000.0 20000.0 3.76991118431
10000 22602.733324 22329.6772842 10152.8121705 168.793280867 20000.0 20000.0 4.02123859659
