500 35958.2812967 4516.92300173 583.239587034 168.001875644 400.0 6400.0 11.5610609652
1000 19500.2019572 2588.59454251 1040.27244614 168.009890962 400.0 3400.0 12.0637157898
1500 15125.0379438 5189.17401593 1526.74307419 168.00180105 400.0 7600.0 12.3150432021
2000 18838.2664163 6038.39772987 2029.79776522 168.00876588 18400.0 600.0 6.53451271947
2500 18346.1635208 7429.62361302 2523.8939501 168.012156414 17600.0 600.0 10.1787601976
3000 18180.7175753 6892.65530975 3026.97882907 168.033082227 17500.0 700.0 9.67610537306
3500 20335.0718381 6887.17624826 3530.07383468 168.017710728 19700.0 800.0 9.8017690792
4000 20417.8136609 7100.29920509 4033.17090422 168.02156315 19700.0 900.0 10.3044239038
4500 19004.2775196 7429.61283031 4536.26698594 168.04284967 18100.0 1000.0 11.0584061406
5000 20743.0359234 7793.60903918 5039.34275733 168.008376258 19800.0 1100.0 11.6867246714
5500 20174.2503293 7938.02668918 5549.30375277 168.032470623 19100.0 1300.0 11.1840698468
6000 20709.4459851 8409.44727473 6052.230039 168.018639927 19500.0 1400.0 12.0637157898
6500 20939.3183463 8720.26297484 6562.06251018 168.012703014 19600.0 1600.0 11.9380520836
7000 20726.0217547 9101.6332241 7071.82616954 168.055625376 19200.0 1800.0 12.0637157898
7500 21632.9065938 9510.5408296 7581.38812092 168.088441357 20000.0 2000.0 12.1893794959
8000 21160.9965494 9892.23810965 8097.69893808 168.109164876 19300.0 2300.0 11.9380520836
8500 21631.7149857 10365.4356212 8606.67270012 168.144746083 19600.0 2500.0 12.3150432021
9000 21472.1084703 10815.8869359 9121.88604079 168.050112177 19200.0 2800.0 12.3150432021
9500 22126.3009036 11284.6338694 9636.05598905 168.086695092 19700.0 3100.0 12.3150432021
10000 22522.215018 11777.3688013 10149.3021452 168.130527489 19900.0 3400.0 12.4407069082
