2000 10366.4690664 2323.00011877 2090.44971326 168.165489654 1200.0 1200.0 10.9327424345
2500 9231.82885753 2857.43175001 2596.99054129 168.196242602 1400.0 1400.0 10.9327424345
3000 8970.13546672 3393.06148446 3104.23711313 168.444610113 1600.0 1600.0 11.5610609652
3500 8989.76293737 3929.4657474 3611.75370652 168.169083103 1800.0 1800.0 12.3150432021
4000 8455.26427069 4511.60434214 4129.19462027 168.375925396 2100.0 2100.0 11.1840698468
4500 8894.31197604 5047.96865064 4636.41763869 168.284894558 2300.0 2300.0 12.3150432021
5000 8967.27912511 5629.86639095 5152.32069766 168.589766739 2600.0 2600.0 12.0637157898
5500 9201.22401418 6211.99272758 5667.0524018 168.425715871 2900.0 2900.0 12.0637157898
6000 9554.64790606 6794.24879652 6180.95527957 169.000987212 3200.0 3200.0 12.3150432021
6500 9808.44059846 7424.35129088 6699.72403564 168.730038727 3600.0 3600.0 11.8123883775
7000 10265.2583851 8007.14717182 7210.72643739 168.208979846 3900.0 3900.0 12.1893794959
7500 11231.2920292 10592.4755528 7722.87268288 169.619298479 7500.0 7500.0 5.15221195189
8000 11872.7690161 11229.3939544 8225.17702205 169.210852297 7900.0 7900.0 5.52920307032
8500 12632.7174567 12006.7286106 8725.11066247 169.698579295 8500.0 8500.0 5.78053048261
9000 13327.8392155 12713.9907956 9223.99268179 168.08951087 9000.0 9000.0 6.03185789489
9500 14036.9205227 13420.9751462 9726.82412349 169.732635546 9500.0 9500.0 6.40884901332
10000 14733.8536388 14128.2220665 10225.6568686 168.250256364 10000.0 10000.0 6.66017642561
