2000 3889.30335931 2812.78315436 2172.79195881 170.568950902 2000.0 2000.0 1.88495559215
2500 4449.75946973 3520.35032163 2686.08533696 170.632462103 2500.0 2500.0 2.13628300444
3000 5055.37239767 4090.16936962 3191.00598372 168.611906243 2800.0 2800.0 2.63893782902
3500 5672.10195537 4796.97340042 3699.63502493 168.135894594 3300.0 3300.0 2.8902652413
4000 6284.23589297 5238.10006623 4205.27741771 169.290704605 3400.0 3400.0 3.76991118431
4500 6885.95143643 5878.41090954 4712.56225137 168.801025717 3800.0 3800.0 4.14690230274
5000 7483.64144791 6392.6185225 5218.35991133 168.901592536 4000.0 4000.0 4.9008845396
5500 8070.80614452 6910.5508766 5723.18308945 168.042376486 4200.0 4200.0 5.65486677646
6000 8668.76430067 7550.70332598 6230.33315982 168.296844362 4600.0 4600.0 6.03185789489
6500 9268.680669 8070.97672407 6737.30647057 169.898596308 4800.0 4800.0 6.9115038379
7000 9835.85138337 8536.18453822 7240.30787076 168.141480484 4900.0 4900.0 7.91681348705
7500 10419.8442025 9061.71772239 7745.55141 168.224497923 5100.0 5100.0 8.79645943005
8000 11003.0963437 9644.02684249 8252.00687878 168.768278311 5400.0 5400.0 9.42477796077
8500 11577.9510012 10171.314468 8756.78650387 168.504421239 5600.0 5600.0 10.3044239038
9000 12148.6081927 10699.7229973 9261.29786744 168.054453333 5800.0 5800.0 11.1840698468
9500 12726.0873028 11282.57769 9767.28518394 168.533161884 6100.0 6100.0 11.8123883775
10000 13301.6866141 11919.5139605 10272.5234123 168.279220907 6500.0 6500.0 12.0637157898
