2000 3971.65178223 2812.00292778 2177.35963707 177.843426625 2000.0 2000.0 2.0106192983
2500 4512.24808765 3519.63117436 2691.54169048 177.842776674 2500.0 2500.0 2.26194671058
3000 5111.5983206 4227.23051857 3199.95347053 175.910246009 3000.0 3000.0 2.51327412287
3500 5728.08958111 4865.06200062 3705.28677418 173.996538192 3400.0 3400.0 2.8902652413
4000 6386.09020741 5502.98175433 4215.27967005 177.846935448 3800.0 3800.0 3.39292006588
4500 6981.9578794 6074.46545476 4719.69927619 175.915753522 4100.0 4100.0 3.89557489045
5000 7578.91657492 6582.45604498 5227.19200873 177.276036025 4300.0 4300.0 4.64955712731
5500 8165.86727875 7095.00169346 5733.04742682 177.144663054 4500.0 4500.0 5.40353936417
6000 8770.82820607 7672.78113602 6239.8157961 177.964538428 4800.0 4800.0 6.03185789489
6500 9377.74304665 8313.19620151 6744.69934596 177.224130122 5200.0 5200.0 6.40884901332
7000 9978.76312676 8891.66271232 7250.85860725 177.925920034 5500.0 5500.0 7.03716754404
7500 10525.5435692 9291.01793986 7756.6582717 177.853234766 5500.0 5500.0 8.29380460548
8000 11104.9533298 9813.84227486 8262.13421325 177.99158023 5700.0 5700.0 9.17345054848
8500 11679.5461667 10338.2858864 8767.12161295 177.761382195 5900.0 5900.0 10.0530964915
9000 12262.3979134 10920.2921851 9272.48306471 177.816286781 6200.0 6200.0 10.6814150222
9500 12844.9454349 11502.4080525 9777.6051197 177.865058416 6500.0 6500.0 11.3097335529
10000 13427.257757 12084.6177484 10282.5008429 177.90877843 6800.0 6800.0 11.9380520836
