500 38348.733375 846.087623476 664.348001473 173.794555357 700.0 800.0 12.4407069082
1000 19935.6676555 1284.57706154 1097.76047186 171.334215027 800.0 900.0 12.4407069082
1500 14147.0461837 1802.47106077 1595.20784643 177.616188134 900.0 1200.0 12.4407069082
2000 11514.5572633 2307.96778462 2090.07183891 168.61646281 1000.0 1400.0 12.4407069082
2500 10150.4094015 2839.86705318 2598.36327154 171.48649759 1200.0 1600.0 12.4407069082
3000 9421.26521408 3373.946603 3106.49882922 170.723006747 1400.0 1800.0 12.4407069082
3500 9049.09689707 3916.59928898 3614.54426302 168.672675801 1700.0 1900.0 12.4407069082
4000 8930.86169881 4464.17535019 4126.96994499 168.323427104 1800.0 2300.0 12.4407069082
4500 8951.3940287 5024.61850447 4640.0988507 168.286175891 2100.0 2500.0 12.4407069082
5000 9118.39769285 5592.02008947 5153.61675509 168.017571206 2200.0 3000.0 12.4407069082
5500 9345.50374339 6168.61193549 5670.07000715 168.843948921 2500.0 3300.0 12.4407069082
6000 9618.94648791 6755.23101271 6185.64577318 168.936472286 2900.0 3500.0 12.4407069082
6500 9992.09176945 7341.75951061 6701.12391493 168.743715261 3100.0 4000.0 12.4407069082
7000 10463.9269656 7932.51261739 7213.37519365 168.040506517 3200.0 4700.0 12.4407069082
7500 10937.4890028 8535.90996501 7728.44796194 168.741453233 3500.0 5200.0 12.4407069082
8000 11671.9454915 9128.62848532 8233.01995623 168.155385646 3500.0 6300.0 12.4407069082
8500 21564.8101084 9669.44743308 8698.58569429 168.036524435 3100.0 19400.0 9.42477796077
9000 22348.1515389 10192.7051636 9194.66849211 168.026884479 3100.0 20000.0 10.5557513161
9500 22472.7615897 10717.3485556 9709.39809296 168.139317989 3400.0 19900.0 10.8070787283
10000 22810.3692819 11239.7547847 10212.0318168 168.017539745 3500.0 20000.0 11.6867246714
