500 2918.28632926 1478.11883819 823.959185551 177.954035417 1200.0 2600.0 0.376991118431
1000 2936.21203972 1930.4769339 1206.13259329 177.910001761 1500.0 2400.0 0.628318530718
1500 3672.24867658 2690.95841588 1694.98334416 177.913551616 2100.0 3000.0 0.879645943005
2000 4033.70905426 3143.66395916 2196.51211951 177.99966033 2300.0 2900.0 1.38230076758
2500 4765.63145221 3616.15265135 2701.7536999 177.641077433 2400.0 3400.0 1.88495559215
3000 5371.41243323 4187.42446556 3207.77490363 177.768440306 2700.0 3700.0 2.38761041673
3500 6082.34257799 4727.60574222 3713.8517222 177.261075326 2900.0 4200.0 2.8902652413
4000 6732.01682663 5312.01171637 4220.89945079 177.925131255 3200.0 4600.0 3.39292006588
4500 7341.48745601 5841.5996416 4727.15254423 177.698782664 3400.0 4900.0 4.02123859659
5000 7981.8094182 6427.0181626 5233.29065471 177.692583542 3700.0 5300.0 4.52389342117
5500 8528.39893564 6999.6009312 5739.56666325 177.894118586 4000.0 5500.0 5.15221195189
6000 9091.85299489 7525.56420109 6245.7793474 177.917571083 4200.0 5700.0 5.90619418875
6500 9753.65219719 8024.13247342 6751.73880716 177.773947588 4300.0 6100.0 6.66017642561
7000 10375.3259697 8519.72831612 7257.69069161 177.964301257 4400.0 6400.0 7.53982236862
7500 10877.2612047 9084.94012067 7763.0515351 177.60533139 4700.0 6500.0 8.29380460548
8000 11443.8409083 9616.54679398 8268.91127389 177.962867335 4900.0 6700.0 9.17345054848
8500 12007.4661532 10148.3006881 8774.22746231 177.92239325 5100.0 6900.0 10.0530964915
9000 12622.504496 10736.5216685 9279.49906215 177.925083872 5400.0 7300.0 10.5557513161
9500 13215.8668716 11191.0746431 9784.5404028 177.766508567 5400.0 7500.0 11.8123883775
10000 13828.7856811 11778.0044395 10289.8305573 177.925823324 5700.0 7900.0 12.3150432021
