500 41193.9668563 13173.1155065 583.370106455 169.057265511 400.0 20000.0 12.4407069082
1000 22995.5025483 8888.37649147 1040.46947967 177.937825412 400.0 20000.0 8.79645943005
1500 22883.9172803 8822.65249801 1526.77527153 173.618286503 400.0 20000.0 12.4407069082
2000 20890.8860828 5656.12853181 2031.15395315 177.376679504 500.0 20000.0 7.91681348705
2500 21433.5402809 6951.46837644 2524.95005449 177.822570668 500.0 20000.0 12.4407069082
3000 21060.2635685 6212.15301997 3029.81067605 177.972952212 600.0 20000.0 10.9327424345
3500 21014.1678651 6168.30231138 3534.63209511 177.57399566 700.0 20000.0 10.8070787283
4000 21065.2934042 6375.71395758 4039.41740756 177.365792623 800.0 20000.0 11.1840698468
4500 21162.8308113 6699.60288882 4544.16894817 177.458992825 900.0 20000.0 11.8123883775
5000 21278.6621334 7061.17383843 5048.87276714 176.369906989 1000.0 20000.0 12.4407069082
5500 21368.9490988 7357.80405986 5553.44388408 168.553994506 1100.0 20000.0 12.4407069082
6000 21478.4497606 7701.22549213 6067.5628185 173.303140811 1300.0 20000.0 12.4407069082
6500 21604.481139 8075.44744521 6581.78274077 174.774237285 1500.0 20000.0 12.4407069082
7000 21745.2285995 8473.69360693 7095.83194906 173.959840286 1700.0 20000.0 12.4407069082
7500 21899.3873652 8891.06086385 7609.4834315 171.574606298 1900.0 20000.0 12.4407069082
8000 22066.0023518 9337.73808856 8132.9206128 175.65112429 2200.0 20000.0 12.4407069082
8500 22244.2711486 9800.41492615 8655.12178009 177.27370319 2500.0 20000.0 12.4407069082
9000 22433.5581857 10277.0867517 9175.43381392 177.093807031 2800.0 20000.0 12.4407069082
9500 22633.3241861 10766.1583828 9693.37949163 175.597166809 3100.0 20000.0 12.4407069082
10000 22843.1328382 11289.3227108 10216.8524036 177.732768791 3500.0 20000.0 12.4407069082
