5706.95178891 4910.60546192 3701.40407626 170.544941121 3500.0 3400.0 2.76460153516
5725.42641077 4887.74737151 3703.12009162 170.71048743 3400.0 3500.0 2.76460153516
5744.11614955 4934.76635259 3704.85658834 173.40934769 3500.0 3500.0 2.76460153516
5683.43671879 4857.57363792 3699.01806972 170.452717107 3500.0 3200.0 2.8902652413
5672.10195537 4796.97340042 3699.63502493 168.135894594 3300.0 3300.0 2.8902652413
5692.06706863 4841.43870506 3701.47027405 170.953078088 3400.0 3300.0 2.8902652413
5714.61793153 4884.55425153 3703.15772982 173.660248045 3500.0 3300.0 2.8902652413
5693.99667031 4771.78925706 3701.27276706 168.144288576 3200.0 3400.0 2.8902652413
5709.98072044 4818.83634029 3703.36535314 171.128466833 3300.0 3400.0 2.8902652413
5728.08958111 4865.06200062 3705.28677418 173.996538192 3400.0 3400.0 2.8902652413
5748.60388628 4910.12471353 3707.05416126 176.752637641 3500.0 3400.0 2.8902652413
5736.16043686 4790.80015923 3704.68990326 170.977749468 3200.0 3500.0 2.8902652413
5750.56229278 4839.33004056 3706.87212578 174.012964553 3300.0 3500.0 2.8902652413
5766.89946739 4887.23471982 3708.87671042 176.930117928 3400.0 3500.0 2.8902652413
5671.153541 4801.25596468 3694.45152897 169.277504084 3500.0 3000.0 3.01592894745
5671.15999712 4790.31879412 3697.77026496 170.157287853 3400.0 3100.0 3.01592894745
5697.18657188 4829.96155098 3699.36828553 172.855912748 3500.0 3100.0 3.01592894745
5680.12478321 4773.38366325 3700.47619178 170.690075684 3300.0 3200.0 3.01592894745
5701.61421566 4816.22308538 3702.31514961 173.555057462 3400.0 3200.0 3.01592894745
5725.70054618 4857.70313054 3704.00556157 176.308389276 3500.0 3200.0 3.01592894745
5697.45417425 4751.06275665 3702.55166096 170.874544421 3200.0 3300.0 3.01592894745
5714.95935882 4796.47293094 3704.6605419 173.912381407 3300.0 3300.0 3.01592894745
5734.65863772 4840.9948856 3706.59648054 176.832276948 3400.0 3300.0 3.01592894745
5722.32014379 4724.20683905 3703.97739123 170.70939158 3100.0 3400.0 3.01592894745
5736.46073133 4771.49074435 3706.3880232 173.926631922 3200.0 3400.0 3.01592894745
5752.39075488 4818.36402145 3708.59827045 177.019563158 3300.0 3400.0 3.01592894745
5753.80408795 4693.76200737 3704.73200936 170.193336236 3000.0 3500.0 3.01592894745
5765.18486837 4742.23303845 3707.4791678 173.596544019 3100.0 3500.0 3.01592894745
